product_uid,name,value
100293.0,Fastener Type,Specialty Fastener
100293.0,Fastener/Connector Material,Steel
100293.0,Finish,E-Coat
100293.0,Finish Family,Black
100293.0,Head diameter (in.),0.26
100293.0,Head Style,Button
100293.0,Indoor/Outdoor,Indoor/Outdoor
100293.0,Measurement Standard,SAE
100293.0,MFG Brand Name,FastenMaster
100293.0,Package Quantity,1125
100293.0,Primary Use,PVC TRIM
100293.0,Product Weight (lb.),15.3
100293.0,Screw Length,2-3/4 in
100293.0,Self drilling,Yes
100293.0,Self tapping,No
100293.0,Size,#0
100293.0,Tamper Resistant,No
100315.0,Bullet01,"Protects insulated electrical conductors and cables from magnetic fields, impact damage and crushing"
100315.0,Bullet02,E-Z Pull interior coating provides a smooth surface for faster wire pulling
100315.0,Bullet03,Excellent mechanical protection for conductors
100315.0,Bullet04,Ductility for faster and easier bending
100315.0,Bullet05,High grade mild strip steel for durability and longer life
100315.0,Bullet06,Listed to underwriters laboratories safety standard UL 797
100315.0,Bullet07,Manufactured in accordance with ANSI C80.3
100315.0,Bullet08,Note: product may vary by store
100315.0,Bullet20,Note: Product may vary by store.
100315.0,Certifications and Listings,"1-UL Listed,CSA Listed"
100315.0,Color,Gray
100315.0,Color Family,Metallic
100315.0,Conduit type,Metallic
100315.0,Electrical Product Type,Conduit
100315.0,Flexible,Yes
100315.0,Length,10 ft.
100315.0,Material,Galvanized Steel
100315.0,MFG Brand Name,Allied Tube & Conduit
100315.0,Nominal inside diameter (in.),0.75
100315.0,Nominal outside diameter (in.),0.922
100315.0,Package Quantity,1
100315.0,Product Depth (in.),0.922
100315.0,Product Height (in.),0.922
100315.0,Product Length (ft.),10 ft
100315.0,Product Weight (lb.),0.435
100315.0,Product Width (in.),120
100315.0,Size (in.),3/4
100315.0,Trade Size (in.),3/4
100509.0,Assembled Depth (in.),120 in
100509.0,Assembled Height (in.),1.5 in
100509.0,Assembled Width (in.),120 in
100509.0,Base Required,Yes
100509.0,Bullet01,Vibrant color blend with the look of natural stone
100509.0,Bullet02,Can be combined for larger areas
100509.0,Bullet03,Printed installation instructions and pattern placement map included with packaging
100509.0,Bullet04,Easy installation
100509.0,Color Family,Tan
100509.0,Color/Finish,Tan / Beige Blend
100509.0,Concrete Type,Wetcast
100509.0,Landscape Supply Type,Step Stone
100509.0,Material,Concrete
100509.0,MFG Brand Name,Classic Stone
100509.0,Packaging Type,Pallet
100509.0,Product Depth (in.),120
100509.0,Product Height (in.),1.5
100509.0,Product Width (in.),120
100509.0,Shape,Square
100509.0,Square Feet per Piece,100
100509.0,Textured,Yes
100509.0,Vehicular Traffic Rated,No
100509.0,Width,10 ft
100709.0,Bullet01,Resists damage from moisture
100709.0,Bullet02,"Resists cracking, splitting, rotting and swelling"
100709.0,Bullet03,Resists termites and insects
100709.0,Bullet04,Superior performance in high wind and hurricane areas
100709.0,Bullet05,Resists flame spread
100709.0,Bullet06,"Complete exterior available in lap, shingle, panel, fascia, trim and soffit"
100709.0,Bullet07,Paint lasts longer than on wood
100709.0,Bullet08,Pre-primed or available in ColorPlus technology a factory applied color finish with a variety of color options
100709.0,Bullet09,Please see the Pro-desk associate for color options available
100709.0,Color Family,Gray
100709.0,Material,Cement
100709.0,MFG Brand Name,James Hardie
100709.0,Paintable/Stainable,Yes
100709.0,Product Depth (in.),144
100709.0,Product Height (in.),0.312
100709.0,Product Length (in.),144
100709.0,Product Width (in.),8.25
100709.0,Profiles,Beaded
100709.0,Siding Features,Pre-Primed
100709.0,Siding Type,Lap Siding
100709.0,Thickness (In.),.312
100709.0,UV Protected,No
100709.0,Vertical or Horizontal,Horizontal
100726.0,Assembled Depth (in.),12 in
100726.0,Assembled Height (in.),78 in
100726.0,Assembled Width (in.),96 in
100726.0,Bullet01,"Weight capacity of 60 lbs. per shelf (when evenly distributed), enabling you to store a large number of household and personal items"
100726.0,Bullet02,Vinyl-coated steel that holds its shape for years through repeated use
100726.0,Bullet03,18 ft. of shelf space and approximately 11 ft. of hanging space
100726.0,Bullet04,Included hardware and easy-to-follow instructions
100726.0,Bullet05,Manufacturer replacement of missing or damaged parts
100726.0,Color Family,Nickel
100726.0,Color/Finish,Nickel
100726.0,Included,Hardware
100726.0,Material,Steel
100726.0,MFG Brand Name,ClosetMaid
100726.0,Storage Product Type,Closet Kits
100822.0,Bag Capacity/Dry Volume (cu. ft.),.5
100822.0,Bag Weight (lb.),42
100822.0,Bullet01,Easy installation
100822.0,Bullet02,Controls erosion to help protect your landscape
100822.0,Bullet03,0.5 cu. ft. bag covers approximately 3 sq. ft. when spread 2 in. thick
100822.0,Bullet04,All online orders for this item may arrive in multiple packages
100822.0,Color Family,Assorted Colors
100822.0,Coverage Area (sq. ft.),3
100822.0,MFG Brand Name,Classic Stone
100822.0,Product Depth (in.),20.8
100822.0,Product Height (in.),2
100822.0,Product Width (in.),20.8
100822.0,Rock Size,Large
100822.0,Rock Type,River Rock
101031.0,Antimicrobial,Yes
101031.0,Approximate Width (in.),18
101031.0,Bullet01,100% solution dyed polyester fiber
101031.0,Bullet02,Self-adhesive backing for easy installation
101031.0,Bullet03,Durable Hobnail needle-punch construction made in the USA
101031.0,Bullet04,"UV protected to help prevent fading - mold, mildew and stain resistant"
101031.0,Bullet05,"36 sq. ft. per case, 16 tiles per case"
101031.0,Bullet06,Appropriate for residential use
101031.0,Carpet Fiber,Polyester
101031.0,Carpet Type,Residential
101031.0,Carpet Width (ft.),15
101031.0,Color Family,Browns / Tans
101031.0,Color/Finish,Bark/Hobnail
101031.0,Commercial / Residential,Residential
101031.0,Default Pad,Glue-Down Only
101031.0,Density,0
101031.0,Face Weight (oz./ sq.yd.),14
101031.0,Flooring Product Type,Carpet
101031.0,Glue Down Allowed?,No
101031.0,Hypoallergenic,No
101031.0,Indoor/Outdoor,Indoor/Outdoor
101031.0,MFG Brand Name,TrafficMASTER
101031.0,Outdoor Carpet Type,Needlepunch
101031.0,Padding Attached,No
101031.0,Pattern Match Length (in.),1
101031.0,Pattern Match Width (in.),1
101031.0,Peel-and-stick backing,Yes
101031.0,Product Width (in.),18
101031.0,Roll/Tile,Tile
101031.0,Sq Ft Per Case,36
101031.0,Stain Resistant,Yes
101031.0,Tile size,18 in. x 18 in.
101031.0,Water repellent,No
101031.0,Yarn Gauge (in.),0
101119.0,Application Type,Residential
101119.0,Bullet01,"Due to ultra low NOx requirements from air quality management districts in the state of California, please confirm that your shipping zip code is not restricted from the use of items that do not meet local qualifications"
101119.0,Bullet02,75 Gal. tank provides ample hot water for households with 5 or more people
101119.0,Bullet03,Natural gas water heater costs less to operate than electric models
101119.0,Bullet04,"Recovery capacity: 72.8 GPH (delivers approximately 120 Gal. of hot water in the first hour), recovery capacity is based on a 100°F water temperature rise and calculated per ANSI Z21.10.3 standards, first hour hot water delivery is based upon a 77° water temperature rise"
101119.0,Bullet05,75 Gal. tank provides hot water for high demand applications and is ideal for large families
101119.0,Bullet06,6 year limited warranty on tank and parts for your convenience
101119.0,Bullet07,1 year in home labor warranty for peace of mind
101119.0,Bullet08,Maintenance free - no filter to clean or replace
101119.0,Bullet09,Piezo ignition system for no match lighting
101119.0,Bullet10,"Rated for installations up to 8,500 ft."
101119.0,Bullet15,Designed for easy replacement of your existing water heater
101119.0,Certifications and Listings,"CSA Certified,FVIR Certified"
101119.0,ENERGY STAR Certified,No
101119.0,Finish Family,Gray
101119.0,Fuel Type,Gas
101119.0,Gas Type,Natural Gas
101119.0,Indoor/Outdoor,Indoor
101119.0,Maximum Temperature  (F),160
101119.0,MFG Brand Name,Rheem Performance
101119.0,Minimum Temperature (F),45
101119.0,Product Depth (in.),26.25
101119.0,Product Height (in.),60.25
101119.0,Product Weight (lb.),320
101119.0,Product Width (in.),26.25
101119.0,Recovery Rate at 90F Rise (gallons/hour),72.8
101119.0,Tank Capacity (gallons),75
101119.0,Tank Valve Size (in.),.75
101119.0,Water Connection Location,Top & Side
101119.0,Water Connection Size (in.),1
101119.0,Water Heater Features,"Overheat Protection,Pilot Light Window,Pilot Reset Button,Temperature Pressure Relief Valve"
101119.0,Water Heater Profile,Tall
101123.0,Bullet01,Lasts 10X longer than 3M conventional sanding sheets of comparable grit
101123.0,Bullet02,Anti-load coating for long life
101123.0,Bullet03,66% less effort when compared to 3M conventional abrasive of comparable grit
101123.0,Bullet04,Use wet or dry
101123.0,Bullet05,Less hand fatigue
101123.0,Bullet06,Backing won't slip or slide
101123.0,Bullet07,Red color will not discolor the surface your sanding
101123.0,Bullet08,"For the best results, sand with the grain of the surface and work through a sequence of grits, from coarse to very fine, skipping no more than 1 grit between each sanding step (other grits not included)"
101123.0,Grit,220
101123.0,MFG Brand Name,3M
101123.0,Number of Sheets,4
101123.0,Paint Product Type,Sand Paper
101123.0,Product Depth (in.),0.125
101123.0,Product Height (in.),11
101123.0,Product Weight (lb.),0.13
101123.0,Product Width (in.),9
101123.0,Sanding Grade,Fine
101123.0,Sandpaper Type,Ceramic
101123.0,Sheet Length (in.),11
101123.0,Sheet Width (in.),9
101123.0,Waterproof,Yes
101165.0,Approximate Depth (ft.),8
101165.0,Approximate Width (ft.),5
101165.0,Assembled Depth (in.),96 in
101165.0,Assembled Height (in.),100.39 in
101165.0,Assembled Width (in.),59.25 in
101165.0,Bullet01,Double tiered roof
101165.0,Bullet02,Heavy duty steel construction
101165.0,Bullet03,"Rust resistant, powder coated steel frame"
101165.0,Bullet04,Stainless steel accessories included
101165.0,Color Family,Blacks
101165.0,Frame Material,Steel
101165.0,MFG Brand Name,Hampton Bay
101165.0,Outdoor Living Product Type,Gazebo
101165.0,Product Weight (lb.),286.65
101165.0,Shape,Square
101391.0,Amperage (amps),30
101391.0,Appliance Series,Maytag Bravos
101391.0,Appliance Type,Electric Dryer
101391.0,Bullet01,Extra-large 7.0 cu. ft. capacity dryer provides the space to evenly dry extra-large loads
101391.0,Bullet02,"11 drying cycles, including sensor dry cycles and timed dry cycles, provide just the right care for your clothes"
101391.0,Bullet03,Dryer drum's powder-coat finish resists chipping and abrasion to help protect clothes from damage
101391.0,Bullet04,Rear panel controls provide convenient access to all cycle and option selections
101391.0,Bullet05,5 temperature settings to handle variety of fabrics - delicate synthetics to heavyweight cotton
101391.0,Bullet06,The IntelliDry sensor keeps an eye on moisture levels to automatically stop the cycle when clothes are dry
101391.0,Bullet07,"Wrinkle Control option is designed to dry clothes such as knits and permanent press fabrics, this cycle minimizes wrinkles by providing a longer unheated tumbling period at the end of the cycle"
101391.0,Bullet08,Adjustable End of Cycle signal alerts you when the drying cycle has completed
101391.0,Bullet09,"Maytag Commercial Technology. These dryers come standard with high-performance, commercial-grade parts"
101391.0,Bullet10,Interior drum light illuminates the interior of the dryer to make loading and unloading easier. Reversible side-swing door increases installation options
101391.0,Bullet11,"American Pride. From Ohio to you: designed, engineered and assembled in the U.S.A. Buy with confidence knowing this model is dependably manufactured right here at home"
101391.0,Bullet12,Dryer Duct and electrical cords are required for installation and will be offered separately during appliance checkout
101391.0,Capacity - Dryer (cu. ft.),7
101391.0,Certifications and Listings,1-UL Listed
101391.0,Color/Finish,White
101391.0,Color/Finish Family,White
101391.0,Control Type,Electro-Mechanical
101391.0,Depth With Door Open 90 Degrees (In),50.75
101391.0,Door Opening Height (In.),22.5
101391.0,Door Opening Width (In.),22.5
101391.0,Door Style,Reversible
101391.0,Dry Cycles,"Auto Dry,Cool Down,Extra Dry,Wrinkle Free"
101391.0,Dryer Drum Material,Powder-Coated Steel
101391.0,Dryer Features,"Automatic Temperature Control,End-Of-Cycle Signal,Interior Light,Lint Filter,Moisture Sensor,Sensor Dry,Timed Dry"
101391.0,Exhaust Vent Location,Rear
101391.0,Included Items,No Additional Items Included
101391.0,Lint Filter Location,Top
101391.0,Matching Washer Type,Top Load
101391.0,MFG Brand Name,Maytag
101391.0,Number of Drying Cycles,11
101391.0,Number of Drying Temperatures,5
101391.0,Pedestal Model#,
101391.0,Product Depth (in.),28.25
101391.0,Product Height (in.),43
101391.0,Product Weight (lb.),109
101391.0,Product Width (in.),29
101391.0,Stackable,No
101391.0,Stacking Kit Model#,
101391.0,Steam Function,No
101391.0,Voltage (volts),240
101415.0,Assembled Depth (in.),44 in
101415.0,Assembled Height (in.),18 in
101415.0,Assembled Width (in.),24 in
101415.0,Blade Length (In.),21 in
101415.0,Bullet01,Simple self-charging electric start
101415.0,Bullet02,"Money-saving 4-in-1 Versamow system (bag, mulch, discharge, leaf shred) no tools or costly attachments needed"
101415.0,Bullet03,"Adaptable 3-position quick-fold handles for comfort, convenient storage and transport"
101415.0,Bullet04,Reliable easy-start Honda GCV190 engine
101415.0,Bullet05,"Time-saving micro cut twin blades reduce time emptying the bag thanks to finer clippings, meaning more clippings per bagful when mulching, as well as smaller clippings for faster decomposition"
101415.0,CA (CARB) Compliant,CARB Compliant
101415.0,Cutting Options,"Bag,Mulch"
101415.0,Cutting Width (in.),21
101415.0,Drive type,Rear-wheel Drive
101415.0,Engine Displacement (cc),190
101415.0,Engine Make,Honda
101415.0,Features,"Bagger,Foldable handle,Mulch Switch,Rust resistant deck,Tool-free adjustments"
101415.0,Fuel tank capacity (gallons),.25
101415.0,Fuel Type,Gas
101415.0,Included,Engine oil
101415.0,Lawn Mower Type,Walk Behind
101415.0,Maximum cutting height (in.),4
101415.0,MFG Brand Name,Honda
101415.0,Minimum cutting height (in.),.75
101415.0,Mulching Capability,Yes
101415.0,Number of adjustable handlebar positions,3
101415.0,Number of Blades,2
101415.0,Oil capacity (oz.),12
101415.0,Product Weight (lb.),93
101415.0,Rear wheel size (in.),9
101415.0,Reconditioned,No
101415.0,Size of Yard,1/2 - 1 Acre
101415.0,Start Type,Electric
101415.0,Terrain,Sloped with Obstacles
101415.0,Walk Behind Mower Type,Self Propelled
101641.0,Assembled Depth (in.),29.10 in
101641.0,Assembled Height (in.),32.50 in
101641.0,Assembled Width (in.),18.10 in
101641.0,Bowl Height,Comfort Height
101641.0,Bowl Height (in.),16.5
101641.0,Bowl Shape,Elongated
101641.0,Bullet01,"Durably made with stain, acid and abrasion resistant vitreous china"
101641.0,Bullet02,High performance bowl design for superior flush power
101641.0,Bullet03,2 in. fully glazed trap-way
101641.0,Bullet04,Features the quick connect easy installation system
101641.0,Certifications and Listings,"ADA Compliant,IAPMO Certified"
101641.0,Color Family,White
101641.0,Color/Finish,White
101641.0,Commercial / Residential,Residential
101641.0,Flush Valve Size (in.),3
101641.0,Flushing Mechanism,Gravity Flush
101641.0,Flushing Technology,Flapper/Piston
101641.0,Flushing Type,Single Flush
101641.0,Gallons Per Flush,1.28
101641.0,MaP Performance Rating,1000
101641.0,Material,Vitreous China
101641.0,MFG Brand Name,Glacier Bay
101641.0,Mount Location,Floor Mount
101641.0,Product Depth (in.),29.9
101641.0,Product Height (in.),32.83
101641.0,Product Weight (lb.),86.8
101641.0,Product Width (in.),18
101641.0,Rough In Size,12
101641.0,Toilet Features,Complete Kit
101641.0,Toilet Included Components,Seat
101641.0,Trip Lever Location,Left Side
101641.0,Trip Lever Location,Left-hand
101813.0,Adjustable hinges,No
101813.0,Adjustable Shelves,Yes
101813.0,Assembled Depth (in.),8 in
101813.0,Assembled Height (in.),32.75 in
101813.0,Assembled Width (in.),26.5 in
101813.0,Assembly Required,No
101813.0,Bullet01,"26-1/2 in. W x 32-3/4 in. H x 8 in. D, offering an unobtrusive storage solution for any room"
101813.0,Bullet02,"Sturdy construction with solid wood, natural wood veneers and clean, low-emission engineered wood"
101813.0,Bullet03,One pull-down drawer adds hidden storage space
101813.0,Bullet04,Two doors open to reveal two adjustable shelves to accommodate versatile items
101813.0,Bullet05,"Warm cinnamon finish adds rich, elegant beauty to your decor"
101813.0,Bullet06,"Black steel, birdcage-style door handles offer a striking designer touch"
101813.0,Bullet07,Fully assembled for convenience
101813.0,Bullet08,Secure-Mount hanging system firmly attaches cabinet to wall
101813.0,Bullet09,Coordinates with other pieces in the Naples collection to complete your ensemble
101813.0,Color,Warm Cinnamon
101813.0,Color Family,Medium-brown Wood
101813.0,Color Family,Brown
101813.0,Color/Finish,Warm Cinnamon
101813.0,MFG Brand Name,Foremost
101813.0,Mount type,Wall
101813.0,Number of Doors,2
101813.0,Number of Drawers,1
101813.0,Number of Shelves,2
101813.0,Vanity Features,"Adjustable Hinges,Concealed Hinges"
101813.0,Vanity Included Components,Hardware
101813.0,Width (in.),26.5
101823.0,Adhesive Type,Carpet
101823.0,Bullet01,"Adheres to indoor and outdoor carpets, plywood, asphalt paving, fiberglass, treated steel and concrete subfloors"
101823.0,Bullet02,Rated for residential and commercial areas with heavy traffic
101823.0,Bullet03,"Solvent free and nonflammable formula can be cleaned with warm, soapy water when wet"
101823.0,Bullet04,24-hour dry time
101823.0,Bullet05,Water resistant when cured
101823.0,Bullet06,"Wet adhesive can be cleaned from tools and flooring with warm, soapy water"
101823.0,Bullet07,"Solvent free, zero VOC calculated, environmentally safe, non-flammable formula"
101823.0,Bullet08,"Excellent grab with a strong, long lasting bond"
101823.0,Color Family,Beige / Cream
101823.0,Commercial / Residential,Commercial / Residential
101823.0,Container size (qt.),4
101823.0,Dry time (hours),24
101823.0,Floor/wall use,Floor
101823.0,Flooring Product Type,Carpet
101823.0,Indoor/Outdoor,Indoor/Outdoor
101823.0,Latex based,Yes
101823.0,Maximum coverage area (sq. ft.),135
101823.0,MFG Brand Name,Roberts
101823.0,Product type,Adhesive
101823.0,Product Weight (lb.),9.35
101823.0,Product Width (in.),7.75
101823.0,Solvent free,Yes
101823.0,Use with,Carpet
101823.0,Water based,No
101901.0,Bullet01,Arched design for easier loading and unloading of low clearance mowers
101901.0,Bullet02,Wide aluminum rungs provide a smooth transition into your truck or trailer
101901.0,Bullet03,Enhanced traction with 360° anti-slip ribs provide front-to-back and side-to-side traction
101901.0,Bullet04,Close rung spacing supports wheels of all sizes
101901.0,Bullet05,1500 lb. capacity per pair of ramps
101901.0,Drive surface width (in.),12
101901.0,MFG Brand Name,Highland
101901.0,Product Depth (in.),89
101901.0,Product Height (in.),8.1
101901.0,Product Length (in.),89
101901.0,Product Width (in.),12
101901.0,Total weight capacity (lb.),1500
101901.0,Tread,Yes
101901.0,Vehicle lift (in.),0
102009.0,Bullet01,Lead free design is suitable for all potable water supply installations
102009.0,Bullet02,Adjustable stem packing nut
102009.0,Bullet03,CSA certified
102009.0,Bullet04,Threaded end connections conform to ANSI/ASME B1.20.1
102009.0,Compatible Pipe Material,Copper
102009.0,Connection,FIP x FIP
102009.0,Indoor/Outdoor,"Indoor,Outdoor"
102009.0,Material,Brass
102009.0,Maximum Pressure (psi),600
102009.0,Maximum Working Temperature (F),180
102009.0,MFG Brand Name,Homewerks Worldwide
102009.0,Product Depth (in.),4
102009.0,Product Height (in.),2
102009.0,Product Length (in.),4
102009.0,Product Weight (lb.),.329
102009.0,Product Width (in.),1
102009.0,Rating,600 psi
102009.0,Valve Inlet Diameter (in.),.25
102009.0,Valve Outlet Diameter (in.),.25
102009.0,Valve Use,"Gas,Oil,Water"
102190.0,Application Type,Electric
102190.0,Bullet01,"UV light makes scorpions glow, see scorpions and eliminate them"
102190.0,Bullet02,"Many other uses, detect pet stains and counterfeit currency"
102190.0,Bullet03,"52 LEDs last long, cast wide beam"
102190.0,Bullet04,4 AAA alkaline batteries included
102190.0,Bullet05,Peak wavelength at 390nm
102190.0,Indoor/Outdoor,"Indoor,Outdoor"
102190.0,MFG Brand Name,Scorpion Master
102190.0,Pest Type,Scorpions
102190.0,Product Depth (in.),3 in
102190.0,Product Height (in.),9.25 in
102190.0,Product Width (in.),6.75 in
102355.0,Bullet01,Energy efficient design
102355.0,Bullet02,Dual weather stripping creates a weather tight seal
102355.0,Bullet03,Low-maintenance vinyl never needs painting
102355.0,Bullet04,The bottom sash operates
102355.0,Bullet05,Easy to clean tilt-in bottom sash
102355.0,Bullet06,Flat exterior frame convenient for lap siding or brick construction
102355.0,Bullet07,Custom sizes available
102355.0,Bullet08,Backed by a limited lifetime warranty for peace of mind
102355.0,Bullet09,Actual size: 35-3/8 in. x 59-1/4 in.
102355.0,Bullet10,Nominal size: 3/0 in. x 5/0 in.
102355.0,Bullet11,Standard size: 36 in. x 60 in.
102355.0,Bullet12,RO: 35-7/8 in. x 59-3/4 in.
102355.0,Energy Star Qualified,"North-Central,Northern,South-Central,Southern"
102355.0,Exterior Color/Finish Family,White
102355.0,Features,"Grid Included,Hardware Included,LowE Glass,Screen Included,Tilt-In Cleaning"
102355.0,Frame Material,Vinyl
102355.0,Glazing Type,Double-Pane
102355.0,Grid Pattern,Colonial
102355.0,Grid Width (in.),3/4
102355.0,Hardware Color/Finish Family,White
102355.0,Insect screen included,Yes
102355.0,Interior Color/Finish Family,White
102355.0,Jamb Depth (in.),2.69
102355.0,Lock Type,Multi-Point Single Actuator
102355.0,Locking,Yes
102355.0,MFG Brand Name,American Craftsman
102355.0,Number of Locks,2
102355.0,Product Depth (in.),3.5
102355.0,Product Height (in.),59.25
102355.0,Product Weight (lb.),38.3
102355.0,Product Width (in.),35.375
102355.0,Rough Opening Height,59.75
102355.0,Rough Opening Width,35.875
102355.0,Solar Heat Gain Coefficient,.24
102355.0,Storm window,No
102355.0,Tilt-in cleaning,Yes
102355.0,U-Factor,.3
102355.0,Window Type,Single Hung
102355.0,Window Use Type,New Construction
102531.0,Assembled Depth (in.),15.5 in
102531.0,Assembled Height (in.),13 in
102531.0,Assembled Length (in.),28 in
102531.0,Bullet01,2.5 mm back plates designed to disperse the work load throughout the wall
102531.0,Bullet02,Made from high grade steel
102531.0,Bullet03,Silver powder-coated finish for increased resistance
102531.0,Bullet04,Basket and shelf feature rounded corners
102531.0,Bullet05,"Proslat wall panels accept most standard peg board and slat wall hooks and accessories, allowing you to upgrade over time"
102531.0,Color Family,Silver
102531.0,Material,Steel
102531.0,MFG Brand Name,Proslat
102531.0,Storage Product Type,Shelf Kits
102730.0,Assembled Depth (in.),0.75 in
102730.0,Assembled Height (in.),25 in
102730.0,Assembled Width (in.),1 in
102730.0,Assembly Required,Yes
102730.0,Bullet01,Holds up to 300 lbs.
102730.0,Bullet02,Used to install FastTrack Garage shelving; mounts to the FastTrack Garage rail or can be mounted directly to a wall
102730.0,Bullet03,"Durable, powder-coated steel with epoxy finish resists rusting, chipping, peeling and cracking"
102730.0,Bullet04,Adjustable design accommodates your expanding needs
102730.0,Bullet05,"Due to a deeper upright depth and revised slot location for securing to the rail, the new design of the 25"" upright is not compatible with previous designs of FastTrack Garage uprights and extensions"
102730.0,Bullet06,Brackets and shelving sold separately
102730.0,Color Family,White
102730.0,Color/Finish,White
102730.0,Included,Hardware
102730.0,Material,Metal
102730.0,MFG Brand Name,Rubbermaid
102730.0,Number of Compartments,0
102730.0,Product Length (in.),25
102730.0,Storage Product Type,Hardware
102742.0,Bullet01,Steel body
102742.0,Bullet02,Silver finish
102742.0,Bullet03,Use with 1/2 in. pipe
102742.0,Bullet04,Resists corrosion
102742.0,Compatible Pipe Material,Multi-Purpose
102742.0,Corrosion Resistant,Yes
102742.0,Finish Family,Silver Metallic
102742.0,Hardware Required,No
102742.0,"Maintenance, Repair & Supplies Product Type",Pipe Hangers & Supports
102742.0,Material,Steel
102742.0,MFG Brand Name,Sioux Chief
102742.0,Pipe Hangers & Supports Type,Other Pipe Hangers & Support
102742.0,Pipe/rod size (in.),0.5
102742.0,Product Depth (in.),0.0625
102742.0,Product Height (in.),5
102742.0,Product Width (in.),8
102792.0,Application Method,"Brush,Roller"
102792.0,Application Method,Brush or roller
102792.0,Bullet01,Ready-to-use
102792.0,Bullet02,"Resists oil, chemicals, hot tire pickup"
102792.0,Bullet03,Hi-hide
102792.0,Bullet04,Interior/exterior
102792.0,Bullet05,Soap and water clean-up
102792.0,Bullet07,Actual paint colors may vary from on-screen and printer representations
102792.0,Bullet18,"Online Price includes Paint Care fee in the following states: CA, CO, CT, MN, OR, RI, VT"
102792.0,Chemical resistant,Yes
102792.0,Coating Product Category,Paint
102792.0,Color Family,Grays
102792.0,Color/Finish,Armor Gray
102792.0,Container Size,5 GA-Gallon
102792.0,Coverage Area (sq. ft.),2000
